HUMAN_TRANSCRIPTION,SYSTEM_TRANSCRIPTION,CENTURY,ImageID,TEXT_LINE_NUM
πολλοις διαλανθανει και εις γνωσιν τοις,πολλους διαλανθανεικαι εις ινωσιη τοῖς,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,22
πολλοις ελθουσης της επι τοις αμαρτημασι,πολλοις ελθουσης τοῖς επι τοις αμαργημασι,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,23
ασχημοσυνης επιτρεψαι καταδεθεντας τους,εχημοσυνης επιστρδαι καταιδεσθεντας τας,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,24
τεως δια το λανθανειν επιμενοντας τω κακω,τεςδια τολανθαν ειν επιμένοντας κακῶς,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,25
του κυ ουν εργον ανακαλυψαι το σχημα το επι,του κὶ ουν εργονανακαλυται τοχηματο επι,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,26
πλαστον και κατεσχηματισμενον ώστε,πλατον και κατεχηματισμνοη εοεστες,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,27
και ει τινες ημων των τιμωμενων προσχη,και ειτινες ἡκμῶν τῶν τιμωμενων προςχης,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,28
ματι βιον ασεμνον υποκρυπτουσι φοβηθη,ματιμω ον ασσμνου υποκρπτουςσι φεμηθης,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,29
τωσαν τον ανακαλυπτει ημων το σχημα μ,τωσαν τον ἀνακαλευπτειν ημῶν τοςχημαμελω,11,5 Bodleian-Library-MS-Barocci-102_00161_fol-77r.jpg,30
Λοντα και φανερουντα τας βουλας των καρδι,λοντα και φανερουν τα τας βουλας τῶν καρδι,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,1
ων ημων ώστε εν ταις παντων προκεισθαι οψεσι,ών ημῶν ωτε ἐν ται σπαντων πρσκεισθαι όψεσι,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,2
τους εν εκαστω γινομενους χειρονας λογισμους,τους εν εκαστω γινομεν εσχειρονας λογεσμους,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,3
κυκλωσει γαρ εκαστον ημων τα διαβουμα αυτου,κευκλωσει γαρ εκαστον ημῶν τα διαβουμια αὐτο,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,4
και αι πραξεις εν τοις ιδιοις γνωρισμασι περι,καίαὐὶ πρὅλεῖς ἐν τοις ιαοις ἵνωρισμασιπερι,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,5
στησονται αισχυνην και ον ειδισμον αλωνι,στησοηται αὐχν κα και ον ειδισμοναινι,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,6
ον ημιν επαρισαι όταν ελεγχονται εναντιως,σν κμιν επεγουσαι όταν ελεγχων ται εναντιως,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,7
εχουσαι προς τον λογον ώστε τον κηριοσοντα,"επαι προς τόν λοτον, ωστε τον κηρυσοητα",11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,8
μη κλεπτειν κλωπα εφευρισκεσθαι τον λεγον,μηκλεπτειν κμωπα εφευρισκεσθαι τὸν λεγον,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,9
τα μη μοιχευειν εν τοις μοιχοις εχοντα την με,τα μημοι χευειν εντοισμοιχοις εἐχον τα την με,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,10
ριδα φωρασθαι τον βδελιασομενον τα ει,ρεδα θοωράσθας τον υδελωσόμενος τα κιδ,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,11
δωλα ιεροσυλιας τουτον μη απεχομενον ουδεν,λα ὁδεροσυμας τοῦτο τμηαπεχόμενου ου δεν,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,12
γαρ κρυπτον ο ου φανερωθησεται ουδε κατακε,ταρ κρυπτον οσυφανερωθησεται οὐ δεκατανε,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,13
καλυμμενον ο ουκ αποκαλυφθησεται,καλμμενον ὁ ουκαποκαλυφθησεται,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,14
εν τη ημερα εκεινη αφελει κς την δοξαν του,ἢ τῆ ἡ μερα εκειηη ἀφελεικετηηδοξαητε,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,15
ιματισμου αυτων και τον κοσμον αυτων,ιματιεμους ἀρψτο και του κος μοριαυ ταη,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,16
επειδη παρα το πρεπον εχρησαντο τοις δε,εποιδὴ παρα το πρεσον εχρησαν τοτοις δε,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,17
δομενοις εις χρησιν αφελει κς την δοξαν του,δομένοις ἐισχρησιν ἀφελεικό τὴν δόξαν,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,18
ιματισμου αυτων ον επι κακω εαυτων και,του ιμλατισμου αυτων ον επικακω εαυτων και,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,19
των εντυχανοντων αυταις περιεκαψοντο,ντων εντυχανον των αυται επεριεβκαμον το,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,20
ώστε πασα γυνη κακως κεχρημενη τη περιβο,ευζετεπασα γν η κακως κεχρημενη τη περιμβο,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,21
λη της εσθητος την αφαιρεσιν απειλει,λη τῆς εσθητο ς τὴν ευφαι ρεσιναπειλει,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,22
ται προσδοκατω αυτης την αφαιρεσιν ε,ται προσδοκατω αυτοις τὴν αφαιρεσινο ε,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,23
πειδη και επορευοντο φησιν αμα συρουσαι τ,πειδηκαι σπορευον το φησιμιαμα συρουσαυτε,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,24
χιτωνας ως μη χρωμεναι τω ιματισμω αλ,χιτωνας ωσμηχρωμναι τῷ ιματισμῷ ἀλ,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,25
λα παραχρωμεναι εκελευθησαν γυμνωθη η,λαπαραχρωμεναι εκ ελευσθησανγυμνθηβ,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,26
της δοξης του ιματισμου αφαιρειται μεντοι,της δόξης του ιματισμου εφαιρειται μεντοι,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,27
και αφ ημων την δοξαν του ιματισμου εάν α,ξα ἀφήμῶν τὴν δοξαν του ιματισμου ἐανα,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,28
ναξιως αυτω κεχρημενοι φανωμεν καταπα,μεξιως αυτω κεχρημενοιφανωμεν καταπα,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,29
τουντες αυτόν και των σαρκινων νομισματ,τουντες αυτον κ τῶν σαρκινων μολευσματ,11,6 Bodleian-Library-MS-Barocci-102_00162_fol-77v.jpg,30
Αν απιμπλαντες τις δε εστιν ουτος ο ιματισμο,ἀναπιμλαντες τοδε ετιν ουτορς οιαματισκς,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,1
ητο ενδυματων αγιων ο κς και ημων ις χς οσοι γαρ,ετο εν δυματῶν αγιων οκ εκμῶν ιαχς  συιγαρ,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,2
εις χν εβαπτισθητε χν ενεδισασθε ον αφαι,ιεχν εμαπτισθητε χν εν εδυσασθευ ον αφαι,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,3
κς από των δια του αμαρτανειν το σωμα κα,φεικε ἀπεὶ των δγα του ἀμαρτανεη τοσυλκκα κα,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,4
ταπατουντων και το αιμα της διαθηκης κοι,οα ποαυτον των και τοαυματής διξαρθκής κοι,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,5
νον ηγουμενων τουτου του ιματισμου συμβολα,νονηεγουμένωῶν η πουτου τοῦ μεαστιαρον τκαυαιςκας,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,6
ην τα ιματια του ιηλ τα μη κατατριβεντα,κω α ιματία τοῦ τὐλυτακ ατα τρικεντη,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,7
καθως γεγραπται εν δευτερονομιων ότι τα ιμα,ξα ζω ςγειραπτα ενδευτερον ομεςογτιτα ιμα,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,8
τια υμων ου κατετριβη κατά υποδηματα,πεια λων οὐ κατετριμει καὶ ταλυποδκεκατα,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,9
εν τοις ποσιν υμων ουκ επαλαιωθη επει και,εν τοις ποσιν εὐμων ὐκεπαλαιω θψςεπεικαι,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,10
τα υποδηματα συμβολα ην της ετοιμασιας,τα πτο δεήήατα συιβολα ην τῆς ετοικιαθάασ,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,11
του ευαγγελιου της ειρμωης και γαρ δεδωκε,τοῦ θεεγεμι ουτης κυρίης καεγαρδεδαῴ κε,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,12
διαθηκην ις χς μενει και μη μηδεποτε πα,λιαθκην ξεὐχιμεν εικαι νη μη δεποτεπα,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,13
λαιου μευη οσον γαρ χρωμεθα τουτω και τοις,λλα οὐ μγύτεν ωσον γαρχρωμεθα τουτω καιτοῖς,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,14
υποδημασι τοσουτω καινοτερα γινεται αει προ,ὑποοημασητοσουτω καν ότερα τινεται αειπρο,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,15
σφατου και νεας επιγινομενης ημιν της ετοιμα,σφατου και νεας επγενομενης κμιν τῆς ετοικα,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,16
σιας του ευαγγελιου εν τη προκοπη της εις χν πι,σια σς τον αγγελίου αντη προκόπητῆς ἐξχν ται,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,17
στεως και τους κοσυμβους,υκα ειτοκυ εκος γμρός,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,18
αφαιρησειν απειλει των καλλωπιζομενων γυ,φαῖρήσεῖν ἀπέιλμει των καλλωπιζομενων γω,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,19
ναικων δια του προφητου ο κς ου πανυ δε,λιαι ῶν δια τοῦ προφη τους κς ουπανυδε,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,20
η του κοσυμβου λεξις τη ελληνικη συνηθεια,κ του κοσυμμουλεξεις τη σλληνικήσυνηθεια,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,21
καθωμιληται οθεν ουδεν ον οις αυτης προ,καωμεληται όθεν ου δε όνουὺς αὐτῆς προ,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,22
δηλος πλην ημεις εν τη κατασκευη της αρ,δηλος πλην ημεις εν τη κατασκευετος αρ,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,23
χιερατικης εσθητος ευροντες χιτωνα κοσυμ,χιερα τικῆς ἐσθητος εἐροντες χειτωνα κοσυν,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,24
βω τον εχοντα ροισκους και κωδωνας από,μῷ τον εχονταροισκους και κωδωνας ἀπο,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,25
δεσμοις τιμας των κροατων ενοησαμεν τοις κο,δεσμους τὴνας τῶν κροσων ἐνουαμεν τουςκο,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,26
συμβοις συναπηρτημενοις τοις κωδωσι,συμοης συναπηρτημεν ους τοις κω δσ,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,27
τοις χρυσοις και τοις ροισκοις από των ακρων,τοιςχρυσοις κας τοῖς βοισκοις ἀπρτων ἀκρ,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,28
ους εμιμουντο καθ υπερβολην τρυφης και,οης ἐμιμουν τοκαθυπερβολὴν τρουφης και,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,29
θυγατερες σιων εν τη περιβολη της ιδιας αυ,θυγερερες σιων εντή περ εβολητης διαςἀν,11,7 Bodleian-Library-MS-Barocci-102_00163_fol-78r.jpg,30
των εσθητος δι ων ενυβριζουσαι ισρα,εισθητος διῶν ενυηρεουσαι τοῖς εδρα,11,8 Bodleian-Library-MS-Barocci-102_00164_fol-78v.jpg,1
τικοις ιδιωμασιν υακινθινου και κοκκινου,τικοις ιδιωμασια χυακινθινα καρκοκινα,11,8 Bodleian-Library-MS-Barocci-102_00164_fol-78v.jpg,2
εν κομνωματα κροσσων απηρ  η μεν αυτου λω,ἐν κομωματα κρος σων απης εγευομενα τούλετθ,11,8 Bodleian-Library-MS-Barocci-102_00164_fol-78v.jpg,3
ματος περιφερουσιν,αλατος περιφερουσεν,11,8 Bodleian-Library-MS-Barocci-102_00164_fol-78v.jpg,4
